id,symbol,date,open,high,low,close,volume,created_timestamp,adj_close
1,VIX,2025-05-22,,,,19.700000762939453,,2025-05-24 11:47:40,19.700000762939453
2,QQQ,2025-05-13 00:00:00,,,,515.59,,2025-05-24 11:47:40,515.59
3,QQQ,2025-05-12 00:00:00,,,,507.85,,2025-05-24 11:47:40,507.85
4,QQQ,2025-05-09 00:00:00,,,,487.97,,2025-05-24 11:47:40,487.97
5,QQQ,2025-05-08 00:00:00,,,,488.29,,2025-05-24 11:47:40,488.29
6,QQQ,2025-05-07 00:00:00,,,,483.3,,2025-05-24 11:47:40,483.3
7,QQQ,2025-05-06 00:00:00,,,,481.41,,2025-05-24 11:47:40,481.41
8,QQQ,2025-05-05 00:00:00,,,,485.93,,2025-05-24 11:47:40,485.93
9,QQQ,2025-05-02 00:00:00,,,,488.83,,2025-05-24 11:47:40,488.83
10,QQQ,2025-05-01 00:00:00,,,,481.68,,2025-05-24 11:47:40,481.68
11,QQQ,2025-04-30 00:00:00,,,,475.47,,2025-05-24 11:47:40,475.47
12,QQQ,2025-04-29 00:00:00,,,,475.53,,2025-05-24 11:47:40,475.53
13,QQQ,2025-04-28 00:00:00,,,,472.41,,2025-05-24 11:47:40,472.41
14,QQQ,2025-04-25 00:00:00,,,,472.56,,2025-05-24 11:47:40,472.56
15,QQQ,2025-04-24 00:00:00,,,,467.35,,2025-05-24 11:47:40,467.35
16,QQQ,2025-04-23 00:00:00,,,,454.56,,2025-05-24 11:47:40,454.56
17,QQQ,2025-04-22 00:00:00,,,,444.48,,2025-05-24 11:47:40,444.48
18,QQQ,2025-04-21 00:00:00,,,,433.11,,2025-05-24 11:47:40,433.11
19,QQQ,2025-04-17 00:00:00,,,,444.1,,2025-05-24 11:47:40,444.1
20,QQQ,2025-04-16 00:00:00,,,,444.18,,2025-05-24 11:47:40,444.18
21,QQQ,2025-04-15 00:00:00,,,,457.99,,2025-05-24 11:47:40,457.99
22,QQQ,2025-04-14 00:00:00,,,,457.48,,2025-05-24 11:47:40,457.48
23,QQQ,2025-04-11 00:00:00,,,,454.4,,2025-05-24 11:47:40,454.4
24,QQQ,2025-04-10 00:00:00,,,,446.18,,2025-05-24 11:47:40,446.18
25,QQQ,2025-04-09 00:00:00,,,,466.0,,2025-05-24 11:47:40,466.0
26,QQQ,2025-04-08 00:00:00,,,,416.06,,2025-05-24 11:47:40,416.06
27,QQQ,2025-04-07 00:00:00,,,,423.69,,2025-05-24 11:47:40,423.69
28,QQQ,2025-04-04 00:00:00,,,,422.67,,2025-05-24 11:47:40,422.67
29,QQQ,2025-04-03 00:00:00,,,,450.66,,2025-05-24 11:47:40,450.66
30,QQQ,2025-04-02 00:00:00,,,,476.15,,2025-05-24 11:47:40,476.15
31,QQQ,2025-04-01 00:00:00,,,,472.7,,2025-05-24 11:47:40,472.7
32,QQQ,2025-03-31 00:00:00,,,,468.92,,2025-05-24 11:47:40,468.92
33,QQQ,2025-03-28 00:00:00,,,,468.94,,2025-05-24 11:47:40,468.94
34,QQQ,2025-03-27 00:00:00,,,,481.62,,2025-05-24 11:47:40,481.62
35,QQQ,2025-03-26 00:00:00,,,,484.38,,2025-05-24 11:47:40,484.38
36,QQQ,2025-03-25 00:00:00,,,,493.46,,2025-05-24 11:47:40,493.46
37,QQQ,2025-03-24 00:00:00,,,,490.66,,2025-05-24 11:47:40,490.66
38,QQQ,2025-03-21 00:00:00,,,,480.84,,2025-05-24 11:47:40,480.84
39,QQQ,2025-03-20 00:00:00,,,,479.26,,2025-05-24 11:47:40,479.26
40,QQQ,2025-03-19 00:00:00,,,,480.89,,2025-05-24 11:47:40,480.89
41,QQQ,2025-03-18 00:00:00,,,,474.54,,2025-05-24 11:47:40,474.54
42,QQQ,2025-03-17 00:00:00,,,,482.77,,2025-05-24 11:47:40,482.77
43,QQQ,2025-03-14 00:00:00,,,,479.66,,2025-05-24 11:47:40,479.66
44,QQQ,2025-03-13 00:00:00,,,,468.34,,2025-05-24 11:47:40,468.34
45,QQQ,2025-03-12 00:00:00,,,,476.92,,2025-05-24 11:47:40,476.92
46,QQQ,2025-03-11 00:00:00,,,,471.6,,2025-05-24 11:47:40,471.6
47,QQQ,2025-03-10 00:00:00,,,,472.73,,2025-05-24 11:47:40,472.73
48,QQQ,2025-03-07 00:00:00,,,,491.79,,2025-05-24 11:47:40,491.79
49,QQQ,2025-03-06 00:00:00,,,,488.2,,2025-05-24 11:47:40,488.2
50,QQQ,2025-03-05 00:00:00,,,,502.01,,2025-05-24 11:47:40,502.01
51,QQQ,2025-03-04 00:00:00,,,,495.55,,2025-05-24 11:47:40,495.55
52,QQQ,2025-03-03 00:00:00,,,,497.05,,2025-05-24 11:47:40,497.05
53,QQQ,2025-02-28 00:00:00,,,,508.17,,2025-05-24 11:47:40,508.17
54,QQQ,2025-02-27 00:00:00,,,,500.27,,2025-05-24 11:47:40,500.27
55,QQQ,2025-02-26 00:00:00,,,,514.56,,2025-05-24 11:47:40,514.56
56,QQQ,2025-02-25 00:00:00,,,,513.32,,2025-05-24 11:47:40,513.32
57,QQQ,2025-02-24 00:00:00,,,,519.87,,2025-05-24 11:47:40,519.87
58,QQQ,2025-02-21 00:00:00,,,,526.08,,2025-05-24 11:47:40,526.08
59,QQQ,2025-02-20 00:00:00,,,,537.23,,2025-05-24 11:47:40,537.23
60,QQQ,2025-02-19 00:00:00,,,,539.52,,2025-05-24 11:47:40,539.52
61,QQQ,2025-02-18 00:00:00,,,,539.37,,2025-05-24 11:47:40,539.37
62,QQQ,2025-02-14 00:00:00,,,,538.15,,2025-05-24 11:47:40,538.15
63,QQQ,2025-02-13 00:00:00,,,,535.9,,2025-05-24 11:47:40,535.9
64,QQQ,2025-02-12 00:00:00,,,,528.3,,2025-05-24 11:47:40,528.3
65,QQQ,2025-02-11 00:00:00,,,,527.99,,2025-05-24 11:47:40,527.99
66,QQQ,2025-02-10 00:00:00,,,,529.25,,2025-05-24 11:47:40,529.25
67,QQQ,2025-02-07 00:00:00,,,,522.92,,2025-05-24 11:47:40,522.92
68,QQQ,2025-02-06 00:00:00,,,,529.6,,2025-05-24 11:47:40,529.6
69,QQQ,2025-02-05 00:00:00,,,,526.85,,2025-05-24 11:47:40,526.85
70,QQQ,2025-02-04 00:00:00,,,,524.47,,2025-05-24 11:47:40,524.47
71,QQQ,2025-02-03 00:00:00,,,,518.11,,2025-05-24 11:47:40,518.11
72,QQQ,2025-01-31 00:00:00,,,,522.29,,2025-05-24 11:47:40,522.29
73,QQQ,2025-01-30 00:00:00,,,,523.05,,2025-05-24 11:47:40,523.05
74,QQQ,2025-01-29 00:00:00,,,,520.83,,2025-05-24 11:47:40,520.83
75,QQQ,2025-01-28 00:00:00,,,,521.81,,2025-05-24 11:47:40,521.81
76,QQQ,2025-01-27 00:00:00,,,,514.21,,2025-05-24 11:47:40,514.21
77,QQQ,2025-01-24 00:00:00,,,,529.63,,2025-05-24 11:47:40,529.63
78,QQQ,2025-01-23 00:00:00,,,,532.64,,2025-05-24 11:47:40,532.64
79,QQQ,2025-01-22 00:00:00,,,,531.51,,2025-05-24 11:47:40,531.51
80,QQQ,2025-01-21 00:00:00,,,,524.8,,2025-05-24 11:47:40,524.8
81,QQQ,2025-01-17 00:00:00,,,,521.74,,2025-05-24 11:47:40,521.74
82,QQQ,2025-01-16 00:00:00,,,,513.08,,2025-05-24 11:47:40,513.08
83,QQQ,2025-01-15 00:00:00,,,,516.7,,2025-05-24 11:47:40,516.7
84,QQQ,2025-01-14 00:00:00,,,,505.08,,2025-05-24 11:47:40,505.08
85,QQQ,2025-01-13 00:00:00,,,,505.56,,2025-05-24 11:47:40,505.56
86,QQQ,2025-01-10 00:00:00,,,,507.19,,2025-05-24 11:47:40,507.19
87,QQQ,2025-01-08 00:00:00,,,,515.27,,2025-05-24 11:47:40,515.27
88,QQQ,2025-01-07 00:00:00,,,,515.18,,2025-05-24 11:47:40,515.18
89,QQQ,2025-01-06 00:00:00,,,,524.54,,2025-05-24 11:47:40,524.54
90,QQQ,2025-01-03 00:00:00,,,,518.58,,2025-05-24 11:47:40,518.58
91,QQQ,2025-01-02 00:00:00,,,,510.23,,2025-05-24 11:47:40,510.23
92,QQQ,2024-12-31 00:00:00,,,,511.23,,2025-05-24 11:47:40,511.23
93,QQQ,2024-12-30 00:00:00,,,,515.61,,2025-05-24 11:47:40,515.61
94,QQQ,2024-12-27 00:00:00,,,,522.56,,2025-05-24 11:47:40,522.56
95,QQQ,2024-12-26 00:00:00,,,,529.6,,2025-05-24 11:47:40,529.6
96,QQQ,2024-12-24 00:00:00,,,,529.96,,2025-05-24 11:47:40,529.96
97,QQQ,2024-12-23 00:00:00,,,,522.87,,2025-05-24 11:47:40,522.87
98,QQQ,2024-12-20 00:00:00,,,,518.66,,2025-05-24 11:47:40,518.66
99,QQQ,2024-12-19 00:00:00,,,,514.17,,2025-05-24 11:47:40,514.17
100,QQQ,2024-12-18 00:00:00,,,,516.47,,2025-05-24 11:47:40,516.47
101,QQQ,2024-12-17 00:00:00,,,,535.8,,2025-05-24 11:47:40,535.8
102,QQQ,2024-12-16 00:00:00,,,,538.17,,2025-05-24 11:47:40,538.17
103,QQQ,2024-12-13 00:00:00,,,,530.53,,2025-05-24 11:47:40,530.53
104,QQQ,2024-12-12 00:00:00,,,,526.5,,2025-05-24 11:47:40,526.5
105,QQQ,2024-12-11 00:00:00,,,,529.92,,2025-05-24 11:47:40,529.92
106,QQQ,2024-12-10 00:00:00,,,,520.6,,2025-05-24 11:47:40,520.6
107,QQQ,2024-12-09 00:00:00,,,,522.38,,2025-05-24 11:47:40,522.38
108,QQQ,2024-12-06 00:00:00,,,,526.48,,2025-05-24 11:47:40,526.48
109,QQQ,2024-12-05 00:00:00,,,,521.81,,2025-05-24 11:47:40,521.81
110,QQQ,2024-12-04 00:00:00,,,,523.26,,2025-05-24 11:47:40,523.26
111,QQQ,2024-12-03 00:00:00,,,,516.87,,2025-05-24 11:47:40,516.87
112,QQQ,2024-12-02 00:00:00,,,,515.29,,2025-05-24 11:47:40,515.29
113,QQQ,2024-11-29 00:00:00,,,,509.74,,2025-05-24 11:47:40,509.74
114,QQQ,2024-11-27 00:00:00,,,,505.3,,2025-05-24 11:47:40,505.3
115,QQQ,2024-11-26 00:00:00,,,,509.31,,2025-05-24 11:47:40,509.31
116,QQQ,2024-11-25 00:00:00,,,,506.59,,2025-05-24 11:47:40,506.59
117,QQQ,2024-11-22 00:00:00,,,,505.79,,2025-05-24 11:47:40,505.79
118,QQQ,2024-11-21 00:00:00,,,,504.98,,2025-05-24 11:47:40,504.98
119,QQQ,2024-11-20 00:00:00,,,,503.17,,2025-05-24 11:47:40,503.17
120,QQQ,2024-11-19 00:00:00,,,,503.46,,2025-05-24 11:47:40,503.46
121,QQQ,2024-11-18 00:00:00,,,,500.02,,2025-05-24 11:47:40,500.02
122,QQQ,2024-11-15 00:00:00,,,,496.57,,2025-05-24 11:47:40,496.57
123,QQQ,2024-11-14 00:00:00,,,,508.69,,2025-05-24 11:47:40,508.69
124,QQQ,2024-11-13 00:00:00,,,,512.25,,2025-05-24 11:47:40,512.25
125,QQQ,2024-11-12 00:00:00,,,,512.91,,2025-05-24 11:47:40,512.91
126,QQQ,2024-11-11 00:00:00,,,,513.84,,2025-05-24 11:47:40,513.84
127,QQQ,2024-11-08 00:00:00,,,,514.14,,2025-05-24 11:47:40,514.14
128,QQQ,2024-11-07 00:00:00,,,,513.54,,2025-05-24 11:47:40,513.54
129,QQQ,2024-11-06 00:00:00,,,,505.58,,2025-05-24 11:47:40,505.58
130,QQQ,2024-11-05 00:00:00,,,,492.21,,2025-05-24 11:47:40,492.21
131,QQQ,2024-11-04 00:00:00,,,,486.01,,2025-05-24 11:47:40,486.01
132,QQQ,2024-11-01 00:00:00,,,,487.43,,2025-05-24 11:47:40,487.43
133,QQQ,2024-10-31 00:00:00,,,,483.85,,2025-05-24 11:47:40,483.85
134,QQQ,2024-10-30 00:00:00,,,,496.38,,2025-05-24 11:47:40,496.38
135,QQQ,2024-10-29 00:00:00,,,,500.16,,2025-05-24 11:47:40,500.16
136,QQQ,2024-10-28 00:00:00,,,,495.4,,2025-05-24 11:47:40,495.4
137,QQQ,2024-10-25 00:00:00,,,,495.32,,2025-05-24 11:47:40,495.32
138,QQQ,2024-10-24 00:00:00,,,,492.32,,2025-05-24 11:47:40,492.32
139,QQQ,2024-10-23 00:00:00,,,,488.36,,2025-05-24 11:47:40,488.36
140,QQQ,2024-10-22 00:00:00,,,,495.96,,2025-05-24 11:47:40,495.96
141,QQQ,2024-10-21 00:00:00,,,,495.42,,2025-05-24 11:47:40,495.42
142,QQQ,2024-10-18 00:00:00,,,,494.47,,2025-05-24 11:47:40,494.47
143,QQQ,2024-10-17 00:00:00,,,,491.25,,2025-05-24 11:47:40,491.25
144,QQQ,2024-10-16 00:00:00,,,,490.91,,2025-05-24 11:47:40,490.91
145,QQQ,2024-10-15 00:00:00,,,,490.85,,2025-05-24 11:47:40,490.85
146,QQQ,2024-10-14 00:00:00,,,,497.5,,2025-05-24 11:47:40,497.5
147,QQQ,2024-10-11 00:00:00,,,,493.36,,2025-05-24 11:47:40,493.36
148,QQQ,2024-10-10 00:00:00,,,,492.59,,2025-05-24 11:47:40,492.59
149,QQQ,2024-10-09 00:00:00,,,,493.15,,2025-05-24 11:47:40,493.15
150,QQQ,2024-10-08 00:00:00,,,,489.3,,2025-05-24 11:47:40,489.3
151,QQQ,2024-10-07 00:00:00,,,,482.1,,2025-05-24 11:47:40,482.1
152,QQQ,2024-10-04 00:00:00,,,,487.32,,2025-05-24 11:47:40,487.32
153,QQQ,2024-10-03 00:00:00,,,,481.59,,2025-05-24 11:47:40,481.59
154,QQQ,2024-10-02 00:00:00,,,,481.95,,2025-05-24 11:47:40,481.95
155,QQQ,2024-10-01 00:00:00,,,,481.27,,2025-05-24 11:47:40,481.27
156,QQQ,2024-09-30 00:00:00,,,,488.07,,2025-05-24 11:47:40,488.07
157,QQQ,2024-09-27 00:00:00,,,,486.75,,2025-05-24 11:47:40,486.75
158,QQQ,2024-09-26 00:00:00,,,,489.47,,2025-05-24 11:47:40,489.47
159,QQQ,2024-09-25 00:00:00,,,,485.82,,2025-05-24 11:47:40,485.82
160,QQQ,2024-09-24 00:00:00,,,,485.37,,2025-05-24 11:47:40,485.37
161,QQQ,2024-09-23 00:00:00,,,,483.04,,2025-05-24 11:47:40,483.04
162,QQQ,2024-09-20 00:00:00,,,,482.44,,2025-05-24 11:47:40,482.44
163,QQQ,2024-09-19 00:00:00,,,,483.36,,2025-05-24 11:47:40,483.36
164,QQQ,2024-09-18 00:00:00,,,,471.44,,2025-05-24 11:47:40,471.44
165,QQQ,2024-09-17 00:00:00,,,,473.49,,2025-05-24 11:47:40,473.49
166,QQQ,2024-09-16 00:00:00,,,,473.24,,2025-05-24 11:47:40,473.24
167,QQQ,2024-09-13 00:00:00,,,,475.34,,2025-05-24 11:47:40,475.34
168,QQQ,2024-09-12 00:00:00,,,,473.22,,2025-05-24 11:47:40,473.22
169,QQQ,2024-09-11 00:00:00,,,,468.62,,2025-05-24 11:47:40,468.62
170,QQQ,2024-09-10 00:00:00,,,,458.66,,2025-05-24 11:47:40,458.66
171,QQQ,2024-09-09 00:00:00,,,,454.46,,2025-05-24 11:47:40,454.46
172,QQQ,2024-09-06 00:00:00,,,,448.69,,2025-05-24 11:47:40,448.69
173,QQQ,2024-09-05 00:00:00,,,,461.04,,2025-05-24 11:47:40,461.04
174,QQQ,2024-09-04 00:00:00,,,,460.61,,2025-05-24 11:47:40,460.61
175,QQQ,2024-09-03 00:00:00,,,,461.81,,2025-05-24 11:47:40,461.81
176,QQQ,2024-08-30 00:00:00,,,,476.27,,2025-05-24 11:47:40,476.27
177,QQQ,2024-08-29 00:00:00,,,,470.66,,2025-05-24 11:47:40,470.66
178,QQQ,2024-08-28 00:00:00,,,,471.35,,2025-05-24 11:47:40,471.35
179,QQQ,2024-08-27 00:00:00,,,,476.76,,2025-05-24 11:47:40,476.76
180,QQQ,2024-08-26 00:00:00,,,,475.34,,2025-05-24 11:47:40,475.34
181,QQQ,2024-08-23 00:00:00,,,,480.0,,2025-05-24 11:47:40,480.0
182,QQQ,2024-08-22 00:00:00,,,,474.85,,2025-05-24 11:47:40,474.85
183,QQQ,2024-08-21 00:00:00,,,,482.5,,2025-05-24 11:47:40,482.5
184,QQQ,2024-08-20 00:00:00,,,,480.26,,2025-05-24 11:47:40,480.26
185,QQQ,2024-08-19 00:00:00,,,,481.27,,2025-05-24 11:47:40,481.27
186,QQQ,2024-08-16 00:00:00,,,,475.03,,2025-05-24 11:47:40,475.03
187,QQQ,2024-08-15 00:00:00,,,,474.42,,2025-05-24 11:47:40,474.42
188,QQQ,2024-08-14 00:00:00,,,,462.73,,2025-05-24 11:47:40,462.73
189,QQQ,2024-08-13 00:00:00,,,,462.58,,2025-05-24 11:47:40,462.58
190,QQQ,2024-08-12 00:00:00,,,,451.38,,2025-05-24 11:47:40,451.38
191,QQQ,2024-08-09 00:00:00,,,,450.41,,2025-05-24 11:47:40,450.41
192,QQQ,2024-08-08 00:00:00,,,,448.07,,2025-05-24 11:47:40,448.07
193,QQQ,2024-08-07 00:00:00,,,,434.77,,2025-05-24 11:47:40,434.77
194,QQQ,2024-08-06 00:00:00,,,,439.53,,2025-05-24 11:47:40,439.53
195,QQQ,2024-08-05 00:00:00,,,,435.37,,2025-05-24 11:47:40,435.37
196,QQQ,2024-08-02 00:00:00,,,,448.75,,2025-05-24 11:47:40,448.75
197,QQQ,2024-08-01 00:00:00,,,,459.66,,2025-05-24 11:47:40,459.66
198,QQQ,2024-07-31 00:00:00,,,,471.07,,2025-05-24 11:47:40,471.07
199,QQQ,2024-07-30 00:00:00,,,,457.53,,2025-05-24 11:47:40,457.53
200,QQQ,2024-07-29 00:00:00,,,,463.9,,2025-05-24 11:47:40,463.9
201,QQQ,2024-07-26 00:00:00,,,,462.97,,2025-05-24 11:47:40,462.97
202,QQQ,2024-07-25 00:00:00,,,,458.27,,2025-05-24 11:47:40,458.27
203,QQQ,2024-07-24 00:00:00,,,,463.38,,2025-05-24 11:47:40,463.38
204,QQQ,2024-07-23 00:00:00,,,,480.62,,2025-05-24 11:47:40,480.62
205,QQQ,2024-07-22 00:00:00,,,,482.32,,2025-05-24 11:47:40,482.32
206,QQQ,2024-07-19 00:00:00,,,,475.24,,2025-05-24 11:47:40,475.24
207,QQQ,2024-07-18 00:00:00,,,,479.49,,2025-05-24 11:47:40,479.49
208,QQQ,2024-07-17 00:00:00,,,,481.77,,2025-05-24 11:47:40,481.77
209,QQQ,2024-07-16 00:00:00,,,,496.34,,2025-05-24 11:47:40,496.34
210,QQQ,2024-07-15 00:00:00,,,,496.15,,2025-05-24 11:47:40,496.15
211,QQQ,2024-07-12 00:00:00,,,,494.82,,2025-05-24 11:47:40,494.82
212,QQQ,2024-07-11 00:00:00,,,,491.93,,2025-05-24 11:47:40,491.93
213,QQQ,2024-07-10 00:00:00,,,,502.96,,2025-05-24 11:47:40,502.96
214,QQQ,2024-07-09 00:00:00,,,,497.77,,2025-05-24 11:47:40,497.77
215,QQQ,2024-07-08 00:00:00,,,,497.34,,2025-05-24 11:47:40,497.34
216,QQQ,2024-07-05 00:00:00,,,,496.16,,2025-05-24 11:47:40,496.16
217,QQQ,2024-07-03 00:00:00,,,,491.04,,2025-05-24 11:47:40,491.04
218,QQQ,2024-07-02 00:00:00,,,,486.98,,2025-05-24 11:47:40,486.98
219,QQQ,2024-07-01 00:00:00,,,,481.92,,2025-05-24 11:47:40,481.92
220,QQQ,2024-06-28 00:00:00,,,,479.11,,2025-05-24 11:47:40,479.11
221,QQQ,2024-06-27 00:00:00,,,,481.61,,2025-05-24 11:47:40,481.61
222,QQQ,2024-06-26 00:00:00,,,,480.37,,2025-05-24 11:47:40,480.37
223,QQQ,2024-06-25 00:00:00,,,,479.38,,2025-05-24 11:47:40,479.38
224,QQQ,2024-06-24 00:00:00,,,,473.96,,2025-05-24 11:47:40,473.96
225,QQQ,2024-06-21 00:00:00,,,,480.18,,2025-05-24 11:47:40,480.18
226,QQQ,2024-06-20 00:00:00,,,,481.47,,2025-05-24 11:47:40,481.47
227,QQQ,2024-06-18 00:00:00,,,,485.21,,2025-05-24 11:47:40,485.21
228,QQQ,2024-06-17 00:00:00,,,,485.06,,2025-05-24 11:47:40,485.06
229,QQQ,2024-06-14 00:00:00,,,,479.19,,2025-05-24 11:47:40,479.19
230,QQQ,2024-06-13 00:00:00,,,,476.72,,2025-05-24 11:47:40,476.72
231,QQQ,2024-06-12 00:00:00,,,,474.15,,2025-05-24 11:47:40,474.15
232,QQQ,2024-06-11 00:00:00,,,,468.02,,2025-05-24 11:47:40,468.02
233,QQQ,2024-06-10 00:00:00,,,,464.83,,2025-05-24 11:47:40,464.83
234,QQQ,2024-06-07 00:00:00,,,,462.96,,2025-05-24 11:47:40,462.96
235,QQQ,2024-06-06 00:00:00,,,,463.37,,2025-05-24 11:47:40,463.37
236,QQQ,2024-06-05 00:00:00,,,,463.53,,2025-05-24 11:47:40,463.53
237,QQQ,2024-06-04 00:00:00,,,,454.37,,2025-05-24 11:47:40,454.37
238,QQQ,2024-06-03 00:00:00,,,,453.13,,2025-05-24 11:47:40,453.13
239,QQQ,2024-05-31 00:00:00,,,,450.71,,2025-05-24 11:47:40,450.71
240,QQQ,2024-05-30 00:00:00,,,,451.55,,2025-05-24 11:47:40,451.55
241,QQQ,2024-05-29 00:00:00,,,,456.44,,2025-05-24 11:47:40,456.44
242,QQQ,2024-05-28 00:00:00,,,,459.68,,2025-05-24 11:47:40,459.68
243,QQQ,2024-05-24 00:00:00,,,,457.95,,2025-05-24 11:47:40,457.95
244,QQQ,2024-05-23 00:00:00,,,,453.66,,2025-05-24 11:47:40,453.66
245,QQQ,2024-05-22 00:00:00,,,,455.71,,2025-05-24 11:47:40,455.71
246,QQQ,2024-05-21 00:00:00,,,,455.8,,2025-05-24 11:47:40,455.8
247,QQQ,2024-05-20 00:00:00,,,,454.91,,2025-05-24 11:47:40,454.91
248,QQQ,2024-05-17 00:00:00,,,,451.76,,2025-05-24 11:47:40,451.76
